No,year,month,day,hour,season,pm,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,air quality level
31029,2013,7,16,20,2,20.0,21.0,94.07,1002.0,22.0,4,13.0,0.0,0.0,2
31030,2013,7,16,21,2,29.0,20.0,94.03,1003.0,21.0,3,2.0,0.0,0.0,2
31031,2013,7,16,22,2,29.0,20.0,100.0,1003.0,20.0,3,4.0,0.0,0.0,2
31032,2013,7,16,23,2,40.0,19.0,93.98,1004.0,20.0,3,6.0,0.0,0.0,3
31033,2013,7,17,0,2,68.0,19.0,100.0,1004.0,19.0,3,8.0,0.0,0.0,4
31038,2013,7,17,5,2,80.0,18.0,93.94,1006.0,19.0,3,19.0,0.0,0.0,4
31039,2013,7,17,6,2,80.0,19.0,93.98,1007.0,20.0,3,21.0,0.0,0.0,4
31040,2013,7,17,7,2,66.0,20.0,88.45,1007.0,22.0,3,23.0,0.0,0.0,4
31041,2013,7,17,8,2,58.0,21.0,83.37,1007.0,24.0,3,26.0,0.0,0.0,4
31042,2013,7,17,9,2,52.0,21.0,74.02,1008.0,26.0,4,3.0,0.0,0.0,3
31043,2013,7,17,10,2,48.0,21.0,69.79,1008.0,27.0,4,6.0,0.0,0.0,3
31044,2013,7,17,11,2,45.0,21.0,62.13,1007.0,29.0,4,9.0,0.0,0.0,3
31045,2013,7,17,12,2,39.0,20.0,55.15,1007.0,30.0,4,13.0,0.0,0.0,3
31046,2013,7,17,13,2,34.0,18.0,48.69,1007.0,30.0,4,16.0,0.0,0.0,2
31047,2013,7,17,14,2,29.0,17.0,43.18,1007.0,31.0,4,19.0,0.0,0.0,2
31048,2013,7,17,15,2,24.0,14.0,35.63,1006.0,31.0,4,22.0,0.0,0.0,2
31049,2013,7,17,16,2,16.0,17.0,43.18,1006.0,31.0,4,23.0,0.0,0.0,2
31050,2013,7,17,17,2,20.0,19.0,51.83,1006.0,30.0,4,24.0,0.0,0.0,2
31051,2013,7,17,18,2,39.0,21.0,65.83,1006.0,28.0,4,26.0,0.0,0.0,3
31052,2013,7,17,19,2,39.0,22.0,78.68,1006.0,26.0,4,28.0,0.0,0.0,3
31053,2013,7,17,20,2,40.0,22.0,83.48,1006.0,25.0,4,29.0,0.0,0.0,3
31054,2013,7,17,21,2,55.0,22.0,83.48,1006.0,25.0,3,3.0,0.0,0.0,3
31055,2013,7,17,22,2,54.0,22.0,88.62,1006.0,24.0,3,5.0,0.0,0.0,3
31056,2013,7,17,23,2,54.0,21.0,88.54,1007.0,23.0,3,7.0,0.0,0.0,3
31057,2013,7,18,0,2,54.0,21.0,94.07,1007.0,22.0,3,9.0,0.0,0.0,3
31058,2013,7,18,1,2,52.0,20.0,94.03,1007.0,21.0,3,11.0,0.0,0.0,3
31059,2013,7,18,2,2,59.0,19.0,88.37,1007.0,21.0,3,13.0,0.0,0.0,4
31060,2013,7,18,3,2,106.0,19.0,88.37,1007.0,21.0,3,16.0,0.0,0.0,4
31061,2013,7,18,4,2,124.0,19.0,88.37,1007.0,21.0,3,19.0,0.0,0.0,4
31062,2013,7,18,5,2,48.0,19.0,88.37,1007.0,21.0,3,22.0,0.0,0.0,3
31063,2013,7,18,6,2,35.0,20.0,88.45,1007.0,22.0,3,25.0,0.0,0.0,2
31064,2013,7,18,7,2,34.0,21.0,88.54,1007.0,23.0,3,27.0,0.0,0.0,2
31065,2013,7,18,8,2,39.0,18.0,69.2,1007.0,24.0,3,30.0,0.0,0.0,3
31066,2013,7,18,9,2,34.0,18.0,61.44,1007.0,26.0,4,3.0,0.0,0.0,2
31067,2013,7,18,10,2,30.0,19.0,61.67,1007.0,27.0,4,6.0,0.0,0.0,2
31068,2013,7,18,11,2,30.0,18.0,54.65,1007.0,28.0,4,10.0,0.0,0.0,2
31069,2013,7,18,12,2,30.0,18.0,54.65,1006.0,28.0,4,14.0,0.0,0.0,2
31070,2013,7,18,13,2,25.0,18.0,51.57,1006.0,29.0,4,17.0,0.0,0.0,2
31071,2013,7,18,14,2,30.0,19.0,54.9,1006.0,29.0,4,20.0,0.0,0.0,2
31072,2013,7,18,15,2,36.0,21.0,65.83,1005.0,28.0,4,22.0,0.0,0.0,3
31073,2013,7,18,16,2,47.0,21.0,65.83,1005.0,28.0,4,26.0,0.0,0.0,3
31074,2013,7,18,17,2,44.0,21.0,65.83,1005.0,28.0,4,29.0,0.0,0.0,3
31075,2013,7,18,18,2,43.0,21.0,69.79,1005.0,27.0,4,31.0,0.0,0.0,3
31076,2013,7,18,19,2,40.0,22.0,78.68,1005.0,26.0,3,2.0,0.0,0.0,3
31077,2013,7,18,20,2,43.0,22.0,83.48,1005.0,25.0,3,4.0,0.0,0.0,3
31078,2013,7,18,21,2,44.0,22.0,83.48,1005.0,25.0,3,5.0,0.0,0.0,3
31079,2013,7,18,22,2,53.0,22.0,88.62,1005.0,24.0,4,1.0,0.0,0.0,3
31080,2013,7,18,23,2,55.0,22.0,83.48,1005.0,25.0,3,1.0,0.0,0.0,3
31081,2013,7,19,0,2,60.0,22.0,83.48,1005.0,25.0,4,1.0,0.0,0.0,4
31082,2013,7,19,1,2,51.0,22.0,83.48,1004.0,25.0,3,1.0,0.0,0.0,3
31083,2013,7,19,2,2,48.0,22.0,88.62,1004.0,24.0,3,2.0,0.4,0.4,3
31084,2013,7,19,3,2,54.0,23.0,94.16,1004.0,24.0,3,3.0,1.6,2.0,3
31085,2013,7,19,4,2,54.0,23.0,94.16,1004.0,24.0,3,4.0,5.4,7.4,3
31086,2013,7,19,5,2,49.0,23.0,100.0,1004.0,23.0,3,7.0,0.6,8.0,3
31087,2013,7,19,6,2,34.0,23.0,100.0,1003.0,23.0,3,10.0,0.6,8.6,2
31088,2013,7,19,7,2,35.0,23.0,94.16,1003.0,24.0,1,3.0,1.2,9.8,2
31089,2013,7,19,8,2,47.0,23.0,94.16,1003.0,24.0,3,2.0,1.6,11.4,3
31090,2013,7,19,9,2,39.0,23.0,94.16,1002.0,24.0,3,4.0,0.3,11.7,3
31091,2013,7,19,10,2,44.0,23.0,94.16,1002.0,24.0,4,3.0,0.7,12.4,3
31093,2013,7,19,12,2,43.0,23.0,100.0,1002.0,23.0,4,10.0,2.0,17.7,3
31094,2013,7,19,13,2,66.0,22.0,94.12,1002.0,23.0,4,13.0,0.4,18.1,4
31096,2013,7,19,15,2,67.0,23.0,94.16,1001.0,24.0,4,17.0,0.0,0.0,4
31097,2013,7,19,16,2,67.0,23.0,88.7,1001.0,25.0,4,20.0,0.0,0.0,4
31099,2013,7,19,18,2,59.0,23.0,94.16,1001.0,24.0,4,24.0,0.3,0.4,4
31100,2013,7,19,19,2,59.0,22.0,94.12,1001.0,23.0,4,26.0,0.0,0.0,4
31101,2013,7,19,20,2,42.0,22.0,94.12,1002.0,23.0,3,2.0,0.0,0.0,3
31102,2013,7,19,21,2,63.0,22.0,94.12,1002.0,23.0,4,2.0,0.0,0.0,4
31110,2013,7,20,5,2,45.0,22.0,100.0,1003.0,22.0,4,19.0,0.0,0.0,3
31111,2013,7,20,6,2,45.0,21.0,94.07,1003.0,22.0,4,21.0,0.0,0.0,3
31112,2013,7,20,7,2,24.0,21.0,94.07,1003.0,22.0,2,2.0,0.0,0.0,2
31113,2013,7,20,8,2,27.0,21.0,94.07,1004.0,22.0,2,4.0,0.0,0.0,2
31114,2013,7,20,9,2,35.0,21.0,88.54,1004.0,23.0,4,2.0,0.0,0.0,2
31115,2013,7,20,10,2,44.0,21.0,88.54,1004.0,23.0,2,2.0,0.0,0.0,3
31116,2013,7,20,11,2,46.0,21.0,83.37,1004.0,24.0,2,5.0,0.0,0.0,3
31117,2013,7,20,12,2,57.0,21.0,83.37,1004.0,24.0,2,6.0,0.0,0.0,4
31118,2013,7,20,13,2,63.0,21.0,83.37,1004.0,24.0,2,8.0,0.0,0.0,4
31119,2013,7,20,14,2,51.0,22.0,78.68,1004.0,26.0,2,10.0,0.0,0.0,3
31120,2013,7,20,15,2,48.0,22.0,78.68,1003.0,26.0,1,3.0,0.0,0.0,3
31121,2013,7,20,16,2,35.0,22.0,78.68,1003.0,26.0,1,6.0,0.0,0.0,2
31122,2013,7,20,17,2,35.0,21.0,74.02,1003.0,26.0,1,8.0,0.0,0.0,2
31123,2013,7,20,18,2,35.0,21.0,74.02,1003.0,26.0,1,10.0,0.0,0.0,2
31124,2013,7,20,19,2,37.0,21.0,78.53,1003.0,25.0,1,11.0,0.0,0.0,3
31125,2013,7,20,20,2,38.0,21.0,83.37,1003.0,24.0,4,1.0,0.0,0.0,3
31126,2013,7,20,21,2,57.0,21.0,88.54,1004.0,23.0,4,2.0,0.0,0.0,4
31127,2013,7,20,22,2,47.0,21.0,94.07,1004.0,22.0,4,2.0,0.0,0.0,3
31128,2013,7,20,23,2,40.0,21.0,100.0,1004.0,21.0,4,2.0,0.0,0.0,3
31129,2013,7,21,0,2,40.0,20.0,94.03,1004.0,21.0,4,2.0,0.0,0.0,3
31130,2013,7,21,1,2,43.0,20.0,100.0,1004.0,20.0,4,3.0,0.0,0.0,3
31131,2013,7,21,2,2,46.0,19.0,93.98,1003.0,20.0,4,3.0,0.0,0.0,3
31132,2013,7,21,3,2,66.0,19.0,100.0,1004.0,19.0,3,1.0,0.0,0.0,4
31133,2013,7,21,4,2,72.0,19.0,100.0,1004.0,19.0,3,2.0,0.0,0.0,4
31135,2013,7,21,6,2,55.0,19.0,93.98,1005.0,20.0,4,1.0,0.0,0.0,3
31136,2013,7,21,7,2,55.0,21.0,94.07,1005.0,22.0,4,2.0,0.0,0.0,3
31137,2013,7,21,8,2,40.0,22.0,83.48,1005.0,25.0,1,2.0,0.0,0.0,3
31138,2013,7,21,9,2,15.0,21.0,74.02,1005.0,26.0,1,6.0,0.0,0.0,2
31139,2013,7,21,10,2,10.0,18.0,54.65,1005.0,28.0,1,10.0,0.0,0.0,1
31140,2013,7,21,11,2,17.0,18.0,51.57,1005.0,29.0,1,12.0,0.0,0.0,2
31141,2013,7,21,12,2,16.0,17.0,48.42,1005.0,29.0,4,3.0,0.0,0.0,2
31142,2013,7,21,13,2,11.0,18.0,48.69,1005.0,30.0,2,2.0,0.0,0.0,1
31144,2013,7,21,15,2,11.0,17.0,43.18,1004.0,31.0,1,5.0,0.0,0.0,1
31145,2013,7,21,16,2,10.0,16.0,42.9,1004.0,30.0,1,7.0,0.0,0.0,1
31146,2013,7,21,17,2,9.0,17.0,45.72,1004.0,30.0,2,3.0,0.0,0.0,1
31147,2013,7,21,18,2,9.0,16.0,45.44,1004.0,29.0,1,3.0,0.0,0.0,1
31148,2013,7,21,19,2,19.0,17.0,54.39,1005.0,27.0,1,5.0,0.0,0.0,2
31149,2013,7,21,20,2,24.0,18.0,65.19,1005.0,25.0,1,8.0,0.0,0.0,2
31150,2013,7,21,21,2,24.0,19.0,73.67,1005.0,24.0,1,11.0,0.0,0.0,2
31151,2013,7,21,22,2,41.0,19.0,78.24,1006.0,23.0,1,12.0,0.0,0.0,3
31152,2013,7,21,23,2,47.0,20.0,88.45,1006.0,22.0,1,14.0,0.0,0.0,3
31153,2013,7,22,0,2,53.0,20.0,94.03,1006.0,21.0,3,2.0,0.0,0.0,3
31154,2013,7,22,1,2,53.0,19.0,88.37,1006.0,21.0,4,1.0,0.0,0.0,3
31156,2013,7,22,3,2,70.0,19.0,88.37,1005.0,21.0,3,5.0,0.0,0.0,4
31159,2013,7,22,6,2,54.0,19.0,88.37,1006.0,21.0,3,3.0,0.0,0.0,3
31160,2013,7,22,7,2,52.0,20.0,78.39,1006.0,24.0,3,6.0,0.0,0.0,3
31161,2013,7,22,8,2,52.0,21.0,78.53,1006.0,25.0,3,8.0,0.0,0.0,3
31163,2013,7,22,10,2,42.0,22.0,66.04,1006.0,29.0,4,3.0,0.0,0.0,3
31164,2013,7,22,11,2,59.0,22.0,66.04,1005.0,29.0,4,6.0,0.0,0.0,4
31165,2013,7,22,12,2,46.0,22.0,62.35,1005.0,30.0,4,8.0,0.0,0.0,3
31166,2013,7,22,13,2,44.0,22.0,62.35,1005.0,30.0,4,10.0,0.0,0.0,3
31167,2013,7,22,14,2,39.0,22.0,58.89,1004.0,31.0,4,12.0,0.0,0.0,3
31168,2013,7,22,15,2,49.0,22.0,58.89,1004.0,31.0,4,14.0,0.0,0.0,3
31169,2013,7,22,16,2,57.0,23.0,70.17,1004.0,29.0,4,17.0,0.0,0.0,4
31170,2013,7,22,17,2,65.0,23.0,70.17,1003.0,29.0,4,19.0,0.0,0.0,4
31171,2013,7,22,18,2,62.0,24.0,78.97,1003.0,28.0,4,21.0,0.0,0.0,4
31172,2013,7,22,19,2,74.0,24.0,88.78,1003.0,26.0,4,1.0,0.0,0.0,4
31173,2013,7,22,20,2,89.0,24.0,88.78,1003.0,26.0,4,2.0,0.0,0.0,4
31176,2013,7,22,23,2,70.0,23.0,88.7,1004.0,25.0,4,1.0,0.0,0.0,4
31177,2013,7,23,0,2,70.0,23.0,94.16,1003.0,24.0,3,1.0,0.0,0.0,4
31182,2013,7,23,5,2,81.0,23.0,94.16,1001.0,24.0,4,1.0,0.0,0.0,4
31183,2013,7,23,6,2,81.0,23.0,94.16,1001.0,24.0,3,1.0,0.0,0.0,4
31184,2013,7,23,7,2,83.0,23.0,94.16,1001.0,24.0,3,3.0,0.0,0.0,4
31185,2013,7,23,8,2,71.0,24.0,94.2,1001.0,25.0,3,4.0,0.0,0.0,4
31186,2013,7,23,9,2,70.0,24.0,88.78,1000.0,26.0,4,2.0,0.0,0.0,4
31187,2013,7,23,10,2,55.0,24.0,83.71,1000.0,27.0,4,4.0,0.0,0.0,3
31188,2013,7,23,11,2,69.0,24.0,83.71,1000.0,27.0,4,6.0,0.0,0.0,4
31189,2013,7,23,12,2,59.0,25.0,88.86,1000.0,27.0,4,9.0,0.0,0.0,4
31190,2013,7,23,13,2,53.0,25.0,94.25,999.0,26.0,4,11.0,0.0,0.0,3
31191,2013,7,23,14,2,62.0,25.0,88.86,999.0,27.0,4,14.0,0.3,0.3,4
31192,2013,7,23,15,2,100.0,24.0,94.2,998.0,25.0,4,16.0,0.1,0.4,4
31193,2013,7,23,16,2,100.0,23.0,88.7,998.0,25.0,4,19.0,0.0,0.0,4
31194,2013,7,23,17,2,45.0,23.0,94.16,997.0,24.0,4,21.0,0.3,0.3,3
31195,2013,7,23,18,2,45.0,23.0,94.16,997.0,24.0,4,23.0,0.0,0.0,3
31196,2013,7,23,19,2,58.0,22.0,94.12,997.0,23.0,4,24.0,0.0,0.0,4
31197,2013,7,23,20,2,57.0,22.0,94.12,997.0,23.0,4,25.0,0.0,0.0,4
31198,2013,7,23,21,2,74.0,22.0,100.0,997.0,22.0,3,1.0,0.0,0.0,4
31199,2013,7,23,22,2,92.0,21.0,94.07,997.0,22.0,4,1.0,0.0,0.0,4
31200,2013,7,23,23,2,93.0,21.0,94.07,996.0,22.0,3,1.0,0.0,0.0,4
31201,2013,7,24,0,2,94.0,20.0,94.03,996.0,21.0,4,2.0,0.0,0.0,4
31202,2013,7,24,1,2,96.0,21.0,100.0,997.0,21.0,4,4.0,0.0,0.0,4
31203,2013,7,24,2,2,72.0,20.0,94.03,995.0,21.0,4,6.0,0.0,0.0,4
31204,2013,7,24,3,2,75.0,20.0,100.0,995.0,20.0,4,8.0,0.0,0.0,4
31205,2013,7,24,4,2,80.0,20.0,100.0,996.0,20.0,4,10.0,0.0,0.0,4
31206,2013,7,24,5,2,93.0,19.0,100.0,996.0,19.0,4,12.0,0.0,0.0,4
31207,2013,7,24,6,2,102.0,20.0,94.03,997.0,21.0,4,13.0,0.0,0.0,4
31208,2013,7,24,7,2,55.0,21.0,94.07,997.0,22.0,4,15.0,0.0,0.0,3
31209,2013,7,24,8,2,17.0,21.0,88.54,998.0,23.0,4,17.0,0.0,0.0,2
31210,2013,7,24,9,2,21.0,21.0,78.53,997.0,25.0,4,19.0,0.0,0.0,2
31211,2013,7,24,10,2,33.0,22.0,78.68,997.0,26.0,4,22.0,0.0,0.0,2
31212,2013,7,24,11,2,52.0,21.0,69.79,997.0,27.0,4,26.0,0.0,0.0,3
31213,2013,7,24,12,2,61.0,22.0,74.19,997.0,27.0,4,31.0,0.0,0.0,4
31216,2013,7,24,15,2,21.0,21.0,65.83,996.0,28.0,4,47.0,1.1,1.1,2
31217,2013,7,24,16,2,14.0,23.0,83.6,996.0,26.0,2,2.0,0.0,0.0,2
31218,2013,7,24,17,2,28.0,22.0,74.19,996.0,27.0,2,5.0,0.0,0.0,2
31219,2013,7,24,18,2,21.0,21.0,74.02,996.0,26.0,4,2.0,0.0,0.0,2
31220,2013,7,24,19,2,25.0,22.0,83.48,997.0,25.0,4,5.0,0.0,0.0,2
31221,2013,7,24,20,2,25.0,21.0,88.54,998.0,23.0,4,7.0,0.0,0.0,2
31222,2013,7,24,21,2,31.0,21.0,94.07,998.0,22.0,4,9.0,0.0,0.0,2
31223,2013,7,24,22,2,31.0,21.0,94.07,998.0,22.0,4,11.0,0.0,0.0,2
31224,2013,7,24,23,2,47.0,20.0,94.03,998.0,21.0,4,1.0,0.0,0.0,3
31225,2013,7,25,0,2,35.0,20.0,100.0,998.0,20.0,4,2.0,0.0,0.0,2
31226,2013,7,25,1,2,17.0,20.0,94.03,998.0,21.0,4,3.0,0.0,0.0,2
31227,2013,7,25,2,2,18.0,20.0,94.03,998.0,21.0,4,1.0,0.0,0.0,2
31228,2013,7,25,3,2,18.0,20.0,100.0,998.0,20.0,4,1.0,0.0,0.0,2
31229,2013,7,25,4,2,28.0,19.0,93.98,999.0,20.0,4,1.0,0.0,0.0,2
31230,2013,7,25,5,2,36.0,20.0,100.0,1000.0,20.0,4,1.0,0.0,0.0,3
31231,2013,7,25,6,2,37.0,21.0,100.0,1000.0,21.0,4,2.0,0.0,0.0,3
31232,2013,7,25,7,2,31.0,21.0,94.07,1001.0,22.0,2,2.0,0.0,0.0,2
31233,2013,7,25,8,2,43.0,21.0,83.37,1001.0,24.0,2,5.0,0.0,0.0,3
31234,2013,7,25,9,2,33.0,21.0,83.37,1001.0,24.0,2,8.0,0.0,0.0,2
31235,2013,7,25,10,2,19.0,21.0,74.02,1001.0,26.0,2,11.0,0.0,0.0,2
31236,2013,7,25,11,2,15.0,21.0,69.79,1002.0,27.0,2,14.0,0.0,0.0,2
31237,2013,7,25,12,2,13.0,20.0,61.9,1001.0,28.0,2,18.0,0.0,0.0,2
31238,2013,7,25,13,2,13.0,20.0,65.62,1001.0,27.0,2,22.0,0.0,0.0,2
31239,2013,7,25,14,2,8.0,20.0,61.9,1001.0,28.0,2,24.0,0.0,0.0,1
31240,2013,7,25,15,2,8.0,20.0,58.42,1001.0,29.0,2,27.0,0.0,0.0,1
31241,2013,7,25,16,2,8.0,20.0,58.42,1001.0,29.0,2,31.0,0.0,0.0,1
31242,2013,7,25,17,2,14.0,20.0,58.42,1001.0,29.0,2,35.0,0.0,0.0,2
31243,2013,7,25,18,2,20.0,20.0,61.9,1001.0,28.0,2,38.0,0.0,0.0,2
31244,2013,7,25,19,2,35.0,22.0,83.48,1001.0,25.0,4,2.0,0.0,0.0,2
31245,2013,7,25,20,2,48.0,22.0,88.62,1002.0,24.0,4,4.0,0.0,0.0,3
31246,2013,7,25,21,2,53.0,22.0,94.12,1002.0,23.0,4,6.0,0.0,0.0,3
31247,2013,7,25,22,2,47.0,21.0,88.54,1003.0,23.0,4,7.0,0.0,0.0,3
31248,2013,7,25,23,2,69.0,22.0,94.12,1003.0,23.0,4,9.0,0.0,0.0,4
31250,2013,7,26,1,2,65.0,21.0,94.07,1003.0,22.0,4,1.0,0.0,0.0,4
31251,2013,7,26,2,2,65.0,20.0,94.03,1003.0,21.0,4,2.0,0.0,0.0,4
31252,2013,7,26,3,2,74.0,20.0,94.03,1003.0,21.0,4,2.0,0.0,0.0,4
31253,2013,7,26,4,2,74.0,20.0,94.03,1003.0,21.0,4,3.0,0.0,0.0,4
31254,2013,7,26,5,2,71.0,20.0,94.03,1003.0,21.0,4,1.0,0.0,0.0,4
31255,2013,7,26,6,2,72.0,21.0,100.0,1004.0,21.0,4,2.0,0.0,0.0,4
31258,2013,7,26,9,2,31.0,23.0,74.35,1004.0,28.0,4,1.0,0.0,0.0,2
31259,2013,7,26,10,2,19.0,23.0,74.35,1004.0,28.0,4,3.0,0.0,0.0,2
31260,2013,7,26,11,2,13.0,22.0,66.04,1004.0,29.0,4,5.0,0.0,0.0,2
31262,2013,7,26,13,2,11.0,23.0,66.25,1003.0,30.0,4,9.0,0.0,0.0,1
31263,2013,7,26,14,2,9.0,23.0,62.57,1003.0,31.0,3,2.0,0.0,0.0,1
31264,2013,7,26,15,2,11.0,22.0,58.89,1002.0,31.0,3,4.0,0.0,0.0,1
31265,2013,7,26,16,2,11.0,20.0,52.09,1002.0,31.0,3,6.0,0.0,0.0,1
31266,2013,7,26,17,2,12.0,20.0,52.09,1002.0,31.0,3,8.0,0.0,0.0,1
31268,2013,7,26,19,2,13.0,19.0,54.9,1003.0,29.0,1,3.0,0.0,0.0,2
31269,2013,7,26,20,2,17.0,23.0,88.7,1003.0,25.0,4,1.0,0.0,0.0,2
31273,2013,7,27,0,2,40.0,22.0,94.12,1003.0,23.0,3,4.0,0.0,0.0,3
31274,2013,7,27,1,2,50.0,22.0,94.12,1003.0,23.0,3,5.0,0.0,0.0,3
31275,2013,7,27,2,2,69.0,21.0,94.07,1003.0,22.0,3,6.0,0.0,0.0,4
31281,2013,7,27,8,2,125.0,23.0,78.82,1003.0,27.0,3,10.0,0.0,0.0,4
31282,2013,7,27,9,2,111.0,23.0,74.35,1003.0,28.0,3,12.0,0.0,0.0,4
31283,2013,7,27,10,2,86.0,24.0,70.36,1003.0,30.0,4,1.0,0.0,0.0,4
31284,2013,7,27,11,2,79.0,23.0,62.57,1002.0,31.0,3,2.0,0.0,0.0,4
31285,2013,7,27,12,2,67.0,21.0,55.4,1002.0,31.0,3,5.0,0.0,0.0,4
31286,2013,7,27,13,2,63.0,22.0,58.89,1001.0,31.0,4,2.0,0.0,0.0,4
31287,2013,7,27,14,2,58.0,21.0,55.4,1001.0,31.0,4,4.0,0.0,0.0,4
31288,2013,7,27,15,2,54.0,21.0,52.35,1000.0,32.0,4,7.0,0.0,0.0,3
31289,2013,7,27,16,2,51.0,21.0,52.35,1000.0,32.0,4,9.0,0.0,0.0,3
31290,2013,7,27,17,2,42.0,23.0,66.25,1000.0,30.0,4,11.0,0.0,0.0,3
31291,2013,7,27,18,2,46.0,22.0,66.04,1000.0,29.0,4,13.0,0.0,0.0,3
31292,2013,7,27,19,2,50.0,21.0,65.83,1000.0,28.0,4,17.0,0.0,0.0,3
31293,2013,7,27,20,2,48.0,19.0,65.41,1001.0,26.0,4,19.0,0.0,0.0,3
31294,2013,7,27,21,2,43.0,19.0,65.41,1001.0,26.0,4,20.0,0.0,0.0,3
31295,2013,7,27,22,2,35.0,20.0,73.84,1001.0,25.0,4,22.0,0.0,0.0,2
31296,2013,7,27,23,2,32.0,21.0,83.37,1001.0,24.0,4,1.0,0.0,0.0,2
31297,2013,7,28,0,2,35.0,20.0,78.39,1000.0,24.0,4,1.0,0.0,0.0,2
31298,2013,7,28,1,2,50.0,20.0,78.39,1000.0,24.0,4,2.0,0.0,0.0,3
31300,2013,7,28,3,2,51.0,21.0,83.37,998.0,24.0,3,4.0,0.0,0.0,3
31301,2013,7,28,4,2,50.0,21.0,83.37,998.0,24.0,4,2.0,0.2,0.2,3
31302,2013,7,28,5,2,44.0,22.0,94.12,997.0,23.0,4,4.0,6.6,6.8,3
31303,2013,7,28,6,2,36.0,22.0,100.0,998.0,22.0,4,6.0,2.9,9.7,3
31304,2013,7,28,7,2,34.0,22.0,100.0,998.0,22.0,4,7.0,1.5,11.2,2
31306,2013,7,28,9,2,40.0,22.0,94.12,998.0,23.0,4,11.0,0.2,12.1,3
31307,2013,7,28,10,2,59.0,22.0,94.12,998.0,23.0,4,13.0,0.2,12.3,4
31308,2013,7,28,11,2,74.0,23.0,100.0,998.0,23.0,4,16.0,0.1,12.4,4
31313,2013,7,28,16,2,15.0,23.0,78.82,998.0,27.0,2,11.0,0.0,0.0,2
31314,2013,7,28,17,2,18.0,22.0,74.19,998.0,27.0,2,13.0,0.0,0.0,2
31315,2013,7,28,18,2,20.0,24.0,88.78,999.0,26.0,4,1.0,0.0,0.0,2
31316,2013,7,28,19,2,23.0,24.0,88.78,999.0,26.0,4,2.0,0.0,0.0,2
31317,2013,7,28,20,2,27.0,23.0,83.6,1000.0,26.0,4,3.0,0.0,0.0,2
31318,2013,7,28,21,2,37.0,23.0,88.7,1000.0,25.0,4,4.0,0.0,0.0,3
31320,2013,7,28,23,2,41.0,22.0,94.12,1000.0,23.0,4,1.0,0.0,0.0,3
31321,2013,7,29,0,2,49.0,21.0,94.07,1000.0,22.0,3,1.0,0.0,0.0,3
31322,2013,7,29,1,2,51.0,22.0,100.0,1000.0,22.0,3,2.0,0.0,0.0,3
31323,2013,7,29,2,2,53.0,21.0,94.07,1000.0,22.0,3,4.0,0.0,0.0,3
31324,2013,7,29,3,2,56.0,21.0,100.0,1000.0,21.0,3,6.0,0.0,0.0,4
31932,2013,8,23,11,2,18.0,20.0,61.9,1009.0,28.0,2,2.0,0.0,0.0,2
31933,2013,8,23,12,2,17.0,13.0,35.35,1008.0,30.0,2,5.0,0.0,0.0,2
31934,2013,8,23,13,2,17.0,13.0,35.35,1008.0,30.0,2,10.0,0.0,0.0,2
31935,2013,8,23,14,2,17.0,14.0,37.73,1008.0,30.0,2,14.0,0.0,0.0,2
31936,2013,8,23,15,2,17.0,13.0,35.35,1007.0,30.0,2,18.0,0.0,0.0,2
31937,2013,8,23,16,2,9.0,11.0,32.82,1007.0,29.0,2,22.0,0.0,0.0,1
31938,2013,8,23,17,2,11.0,13.0,37.44,1007.0,29.0,2,25.0,0.0,0.0,1
31939,2013,8,23,18,2,13.0,13.0,42.06,1008.0,27.0,2,27.0,0.0,0.0,2
31940,2013,8,23,19,2,14.0,13.0,47.33,1008.0,25.0,1,2.0,0.0,0.0,2
31941,2013,8,23,20,2,15.0,15.0,60.74,1009.0,23.0,3,2.0,0.0,0.0,2
31942,2013,8,23,21,2,19.0,17.0,82.89,1009.0,20.0,3,3.0,0.0,0.0,2
31943,2013,8,23,22,2,32.0,18.0,93.94,1009.0,19.0,4,1.0,0.0,0.0,2
31944,2013,8,23,23,2,30.0,17.0,88.2,1009.0,19.0,3,2.0,0.0,0.0,2
31945,2013,8,24,0,2,36.0,17.0,93.89,1009.0,18.0,3,3.0,0.0,0.0,3
31946,2013,8,24,1,2,38.0,16.0,88.11,1009.0,18.0,3,5.0,0.0,0.0,3
31947,2013,8,24,2,2,48.0,16.0,88.11,1009.0,18.0,4,0.0,0.0,0.0,3
31948,2013,8,24,3,2,67.0,16.0,93.84,1009.0,17.0,3,1.0,0.0,0.0,4
31949,2013,8,24,4,2,90.0,16.0,93.84,1009.0,17.0,3,2.0,0.0,0.0,4
31953,2013,8,24,8,2,110.0,19.0,78.24,1009.0,23.0,4,1.0,0.0,0.0,4
31954,2013,8,24,9,2,112.0,19.0,69.4,1009.0,25.0,4,3.0,0.0,0.0,4
31955,2013,8,24,10,2,89.0,18.0,57.93,1009.0,27.0,4,4.0,0.0,0.0,4
31956,2013,8,24,11,2,40.0,18.0,54.65,1008.0,28.0,4,2.0,0.0,0.0,3
31957,2013,8,24,12,2,21.0,15.0,40.24,1008.0,30.0,4,3.0,0.0,0.0,2
31958,2013,8,24,13,2,17.0,13.0,33.39,1007.0,31.0,2,4.0,0.0,0.0,2
31959,2013,8,24,14,2,13.0,13.0,33.39,1007.0,31.0,2,8.0,0.0,0.0,2
31960,2013,8,24,15,2,12.0,13.0,37.44,1007.0,29.0,2,12.0,0.0,0.0,1
